inner_id,num_rating,avg_rating,gender,beta,access_type,access
1006,32,4.21875,M,,action,0.2721829069134458
1007,50,3.84,M,,action,0.2735229759299781
1008,52,3.826923076923077,M,,action,0.27367268746579093
1009,1004,2.4750996015936253,M,,action,0.3700962250185048
1010,37,3.7027027027027026,M,,action,0.2725538293813028
1011,55,3.3636363636363638,F,,action,0.27389756231169543
1012,46,3.847826086956522,M,,action,0.273224043715847
1013,39,3.4871794871794872,F,,action,0.2727024815925825
1014,1286,3.7262830482115086,M,,action,0.4132231404958678
1015,151,3.7880794701986753,M,,action,0.2812939521800281
1016,521,3.251439539347409,M,,action,0.3139717425431711
1017,122,4.155737704918033,M,,action,0.27901785714285715
1018,928,3.0107758620689653,M,,action,0.3599712023038157
1019,88,3.9886363636363638,M,,action,0.2763957987838585
1020,131,4.694656488549619,M,,action,0.27972027972027974
1021,146,3.5616438356164384,M,,action,0.2808988764044944
1022,41,4.073170731707317,M,,action,0.2728512960436562
1023,43,3.697674418604651,F,,action,0.273000273000273
1024,33,3.757575757575758,M,,action,0.2722570106180234
1025,44,4.0,F,,action,0.2730748225013654
1026,46,3.8260869565217392,M,,action,0.273224043715847
1027,61,3.9672131147540983,F,,action,0.2743484224965706
1028,256,3.1953125,M,,action,0.2898550724637681
1029,171,3.5789473684210527,M,,action,0.2828854314002829
1030,155,4.070967741935484,M,,action,0.28161081385525205
1031,103,3.941747572815534,M,,action,0.2775464890369137
1032,194,3.288659793814433,M,,action,0.2847380410022779
1033,337,3.483679525222552,F,,action,0.2968239833778569
1034,91,3.8241758241758244,M,,action,0.2766251728907331
1035,50,4.32,M,,action,0.2735229759299781
1036,38,3.5789473684210527,M,,action,0.27262813522355506
1037,148,3.9324324324324325,F,,action,0.2810567734682406
1038,28,2.892857142857143,F,,action,0.27188689505165853
1039,259,4.235521235521236,M,,action,0.2901073397156948
1040,85,4.317647058823529,M,,action,0.27616680475006905
1041,45,2.7555555555555555,M,,action,0.27314941272876264
1042,36,3.9166666666666665,F,,action,0.2724795640326975
1043,144,3.763888888888889,M,,action,0.2807411566535654
1044,37,3.5405405405405403,F,,action,0.2725538293813028
1045,26,3.8846153846153846,M,,action,0.2717391304347826
1046,76,3.8815789473684212,M,,action,0.27548209366391185
1047,41,4.0,M,,action,0.2728512960436562
1048,36,3.5833333333333335,M,,action,0.2724795640326975
1049,564,2.900709219858156,M,,action,0.31826861871419476
1050,862,3.4663573085846866,F,,action,0.35161744022503516
1051,67,4.343283582089552,F,,action,0.2748007694421544
1052,335,3.343283582089552,M,,action,0.29664787896766537
1053,127,3.8897637795275593,M,,action,0.2794076557697681
1054,78,3.448717948717949,M,,action,0.27563395810363833
1055,76,3.473684210526316,M,,action,0.27548209366391185
1056,179,3.7262569832402233,M,,action,0.28352707683583783
1057,357,3.795518207282913,M,,action,0.2985965959988056
1058,513,2.888888888888889,F,,action,0.31318509238960224
1059,80,3.35,M,,action,0.27578599007170435
1060,51,3.980392156862745,M,,action,0.27359781121751026
1061,194,4.484536082474227,M,,action,0.2847380410022779
1062,100,4.18,M,,action,0.27731558513588467
1063,103,3.70873786407767,M,,action,0.2775464890369137
1064,88,3.715909090909091,F,,action,0.2763957987838585
1065,122,3.5327868852459017,M,,action,0.27901785714285715
1066,96,3.96875,M,,action,0.2770083102493075
1067,597,3.7336683417085426,F,,action,0.32164683177870695
1068,609,2.87192118226601,M,,action,0.32289312237649337
1069,21,3.619047619047619,F,,action,0.27137042062415195
1070,143,4.426573426573427,M,,action,0.280662363177098
1071,105,4.0476190476190474,F,,action,0.27770063871146905
1072,116,4.146551724137931,F,,action,0.2785515320334262
1073,192,3.4479166666666665,M,,action,0.28457598178713717
1074,41,4.048780487804878,F,,action,0.2728512960436562
1075,41,3.2439024390243905,F,,action,0.2728512960436562
1076,309,4.019417475728155,M,,action,0.2943773918163085
1077,127,3.984251968503937,F,,action,0.2794076557697681
1078,121,3.5867768595041323,M,,action,0.2789400278940028
1079,54,3.740740740740741,M,,action,0.2738225629791895
1080,34,4.147058823529412,M,,action,0.27233115468409586
1081,57,4.333333333333333,M,,action,0.27404768429706766
1082,26,2.6923076923076925,M,,action,0.2717391304347826
1083,180,3.15,M,,action,0.28360748723766305
1084,35,3.7142857142857144,M,,action,0.2724053391446472
1085,312,3.8621794871794872,M,,action,0.29463759575721865
1086,392,3.7908163265306123,M,,action,0.30175015087507545
1087,1176,3.3375850340136055,F,,action,0.3952569169960474
1088,72,4.0,M,,action,0.27517886626307103
1089,73,3.3698630136986303,M,,action,0.27525461051472616
1090,33,2.696969696969697,M,,action,0.2722570106180234
1091,51,4.0588235294117645,F,,action,0.27359781121751026
1092,70,3.3857142857142857,M,,action,0.27502750275027504
1093,164,3.6219512195121952,F,,action,0.282326369282891
1094,36,4.0,F,,action,0.2724795640326975
1095,268,2.58955223880597,M,,action,0.29086678301337987
1096,168,3.4702380952380953,M,,action,0.2826455624646693
1097,32,4.1875,M,,action,0.2721829069134458
1098,188,3.5106382978723403,M,,action,0.28425241614553726
1099,508,2.1988188976377954,M,,action,0.31269543464665417
1100,518,3.324324324324324,M,,action,0.3136762860727729
1101,27,2.259259259259259,M,,action,0.2718129926610492
1102,60,3.533333333333333,F,,action,0.27427317608337903
1103,54,3.8333333333333335,M,,action,0.2738225629791895
1104,161,3.9316770186335406,M,,action,0.2820874471086037
1105,64,3.78125,M,,action,0.2745744096650192
1106,78,3.7051282051282053,F,,action,0.27563395810363833
1107,44,4.113636363636363,M,,action,0.2730748225013654
1108,205,3.0878048780487806,M,,action,0.2856326763781777
1109,49,4.326530612244898,F,,action,0.27344818156959255
1110,33,4.03030303030303,F,,action,0.2722570106180234
1111,679,3.4418262150220915,M,,action,0.33036009250082593
1112,319,3.9749216300940438,M,,action,0.29524653085326247
1113,134,3.462686567164179,F,,action,0.2799552071668533
1114,109,3.1743119266055047,F,,action,0.27800945232137897
1115,142,3.8661971830985915,M,,action,0.28058361391694725
1116,754,3.777188328912467,M,,action,0.33875338753387535
1117,30,3.6666666666666665,M,,action,0.2720348204570185
1118,395,3.787341772151899,M,,action,0.30202355783751134
1119,735,3.764625850340136,M,,action,0.3365870077415012
1120,289,3.9550173010380623,M,,action,0.292654375182909
1121,114,3.2280701754385963,M,,action,0.27839643652561247
1122,30,3.3666666666666667,M,,action,0.2720348204570185
1123,389,3.7712082262210798,M,,action,0.3014772384684956
1124,580,3.222413793103448,F,,action,0.3198976327575176
1125,21,3.761904761904762,M,,action,0.27137042062415195
1126,131,3.2213740458015265,M,,action,0.27972027972027974
1127,498,3.216867469879518,M,,action,0.3117206982543641
1128,103,4.145631067961165,M,,action,0.2775464890369137
1129,279,3.849462365591398,M,,action,0.29180040852057193
1130,103,4.796116504854369,M,,action,0.2775464890369137
1131,163,4.343558282208589,M,,action,0.28224668360146765
1132,168,3.386904761904762,M,,action,0.2826455624646693
1133,150,4.42,M,,action,0.281214848143982
1134,172,3.813953488372093,M,,action,0.2829654782116582
1135,56,3.267857142857143,F,,action,0.273972602739726
1136,564,3.74468085106383,M,,action,0.31826861871419476
1137,89,3.662921348314607,M,,action,0.27647221454243853
1138,182,3.9065934065934065,M,,action,0.28376844494892167
1139,374,3.7566844919786098,F,,action,0.3001200480192077
1140,466,3.3090128755364807,F,,action,0.30864197530864196
1141,263,3.3726235741444865,M,,action,0.2904443799012489
1142,53,4.30188679245283,M,,action,0.27374760470845877
1143,22,3.772727272727273,M,,action,0.2714440825190011
1144,57,3.3684210526315788,M,,action,0.27404768429706766
1145,378,2.798941798941799,F,,action,0.3004807692307693
1146,333,3.4654654654654653,M,,action,0.29647198339756897
1147,59,3.7966101694915255,M,,action,0.2741979709350151
1148,89,3.3146067415730336,M,,action,0.27647221454243853
1149,1302,2.5906298003072195,F,,action,0.4159733777038269
1150,308,3.772727272727273,M,,action,0.2942907592701589
1151,149,2.5704697986577183,M,,action,0.281135788585887
1152,76,2.736842105263158,M,,action,0.27548209366391185
1153,24,3.375,F,,action,0.27159152634437805
1154,182,3.1923076923076925,M,,action,0.28376844494892167
1155,72,3.5833333333333335,F,,action,0.27517886626307103
1156,22,4.2727272727272725,M,,action,0.2714440825190011
1157,64,3.640625,F,,action,0.2745744096650192
1158,121,2.56198347107438,M,,action,0.2789400278940028
1159,107,3.074766355140187,M,,action,0.27785495971103086
1160,95,3.968421052631579,M,,action,0.27693159789531985
1161,156,3.551282051282051,F,,action,0.28169014084507044
1162,64,3.640625,M,,action,0.2745744096650192
1163,458,3.441048034934498,F,,action,0.3078817733990148
1164,141,3.574468085106383,M,,action,0.2805049088359046
1165,26,3.5,M,,action,0.2717391304347826
1166,70,3.4285714285714284,F,,action,0.27502750275027504
1167,233,3.4463519313304722,F,,action,0.28793550244745175
1168,118,2.7711864406779663,M,,action,0.2787068004459309
1169,258,4.011627906976744,M,,action,0.2900232018561485
1170,28,4.321428571428571,M,,action,0.27188689505165853
1171,443,3.5169300225733635,F,,action,0.30646644192460926
1172,361,3.2493074792243766,F,,action,0.29895366218236175
1173,24,3.125,F,,action,0.27159152634437805
1174,72,4.208333333333333,F,,action,0.27517886626307103
1175,126,4.142857142857143,M,,action,0.27932960893854747
1176,79,3.9746835443037973,F,,action,0.27570995312930796
1177,36,3.5,M,,action,0.2724795640326975
1178,234,3.6623931623931623,M,,action,0.28801843317972353
1179,37,4.45945945945946,F,,action,0.2725538293813028
1180,1521,2.815910585141354,M,,action,0.4576659038901602
1181,364,3.357142857142857,M,,action,0.2992220227408737
1182,186,3.682795698924731,M,,action,0.2840909090909091
1183,278,3.338129496402878,F,,action,0.29171528588098017
1184,90,3.6444444444444444,F,,action,0.27654867256637167
1185,206,4.296116504854369,M,,action,0.2857142857142857
1186,31,3.3870967741935485,F,,action,0.27210884353741494
1187,31,4.161290322580645,M,,action,0.27210884353741494
1188,25,3.76,M,,action,0.271665308340125
1189,27,4.037037037037037,M,,action,0.2718129926610492
1190,105,4.295238095238095,F,,action,0.27770063871146905
1191,29,4.379310344827586,M,,action,0.27196083763937995
1192,276,2.782608695652174,M,,action,0.2915451895043732
1193,649,3.325115562403698,F,,action,0.32711808963035655
1194,96,3.71875,F,,action,0.2770083102493075
1195,112,3.8839285714285716,F,,action,0.27824151363383415
1196,24,4.166666666666667,M,,action,0.27159152634437805
1197,102,3.656862745098039,M,,action,0.27746947835738067
1198,179,3.631284916201117,M,,action,0.28352707683583783
1199,39,3.5641025641025643,M,,action,0.2727024815925825
1200,66,3.5757575757575757,M,,action,0.27472527472527475
1201,520,3.5365384615384614,M,,action,0.31387319522912743
1202,741,3.707152496626181,F,,action,0.33726812816188867
1203,136,3.485294117647059,M,,action,0.2801120448179272
1204,85,3.9411764705882355,F,,action,0.27616680475006905
1205,141,3.5602836879432624,F,,action,0.2805049088359046
1206,618,2.394822006472492,M,,action,0.3238341968911917
1207,48,4.020833333333333,M,,action,0.2733734281027884
1208,221,3.411764705882353,M,,action,0.2869440459110474
1209,39,3.8974358974358974,M,,action,0.2727024815925825
1210,397,3.863979848866499,M,,action,0.3022061045633122
1211,69,3.8550724637681157,F,,action,0.27495188342040144
1212,24,4.041666666666667,M,,action,0.27159152634437805
1213,46,3.0217391304347827,M,,action,0.273224043715847
1214,115,4.034782608695652,M,,action,0.278473962684489
1215,213,3.6948356807511735,M,,action,0.286286859433152
1216,51,4.235294117647059,M,,action,0.27359781121751026
1217,235,3.4553191489361703,M,,action,0.2881014116969173
1218,224,3.6205357142857144,M,,action,0.2871912693854107
1219,195,3.353846153846154,M,,action,0.28481913984619767
1220,221,3.9638009049773757,M,,action,0.2869440459110474
1221,68,3.2205882352941178,M,,action,0.2748763056624519
1222,146,3.9246575342465753,M,,action,0.2808988764044944
1223,578,4.046712802768166,M,,action,0.319693094629156
1224,28,4.035714285714286,M,,action,0.27188689505165853
1225,21,3.2857142857142856,M,,action,0.27137042062415195
1226,154,3.792207792207792,M,,action,0.28153153153153154
1227,251,3.7768924302788847,M,,action,0.2894356005788712
1228,30,4.0,F,,action,0.2720348204570185
1229,253,3.9367588932806323,M,,action,0.2896032435563278
1230,110,3.8454545454545452,M,,action,0.27808676307007785
1231,135,4.229629629629629,F,,action,0.2800336040324839
1232,61,3.8852459016393444,F,,action,0.2743484224965706
1233,24,4.291666666666667,M,,action,0.27159152634437805
1234,50,3.7,F,,action,0.2735229759299781
1235,24,3.375,F,,action,0.27159152634437805
1236,30,3.7666666666666666,M,,action,0.2720348204570185
1237,45,3.7111111111111112,F,,action,0.27314941272876264
1238,88,3.8636363636363638,F,,action,0.2763957987838585
1239,30,3.066666666666667,F,,action,0.2720348204570185
1240,194,4.247422680412371,M,,action,0.2847380410022779
1241,616,3.6396103896103895,F,,action,0.3236245954692557
1242,368,3.608695652173913,M,,action,0.2995805871779509
1243,543,3.3812154696132595,M,,action,0.3161555485298767
1244,36,4.333333333333333,M,,action,0.2724795640326975
1245,572,3.56993006993007,M,,action,0.3190810465858328
1246,36,3.8055555555555554,M,,action,0.2724795640326975
1247,94,3.595744680851064,F,,action,0.2768549280177187
1248,25,3.96,M,,action,0.271665308340125
1249,21,4.190476190476191,M,,action,0.27137042062415195
1250,45,3.3777777777777778,M,,action,0.27314941272876264
1251,118,4.02542372881356,M,,action,0.2787068004459309
1252,74,3.5405405405405403,F,,action,0.27533039647577096
1253,110,4.118181818181818,F,,action,0.27808676307007785
1254,235,3.7787234042553193,M,,action,0.2881014116969173
1255,32,4.34375,M,,action,0.2721829069134458
1256,49,3.36734693877551,F,,action,0.27344818156959255
1257,42,4.261904761904762,M,,action,0.2729257641921397
1258,60,3.9833333333333334,M,,action,0.27427317608337903
1259,509,3.787819253438114,M,,action,0.31279324366593686
1260,195,3.7487179487179487,M,,action,0.28481913984619767
1261,158,3.4240506329113924,M,,action,0.2818489289740699
1262,279,3.139784946236559,M,,action,0.29180040852057193
1263,711,3.586497890295359,M,,action,0.333889816360601
1264,343,3.183673469387755,F,,action,0.29735355337496283
1265,726,3.3415977961432506,M,,action,0.33557046979865773
1266,170,3.6,M,,action,0.2828054298642534
1267,202,4.257425742574258,M,,action,0.28538812785388123
1268,32,4.25,F,,action,0.2721829069134458
1269,29,3.0344827586206895,M,,action,0.27196083763937995
1270,170,4.2823529411764705,F,,action,0.2828054298642534
1271,284,3.535211267605634,M,,action,0.29222676797194624
1272,334,3.9820359281437128,M,,action,0.29655990510083036
1273,591,3.8494077834179357,M,,action,0.32102728731942215
1274,30,4.466666666666667,M,,action,0.2720348204570185
1275,77,4.1558441558441555,M,,action,0.2755580049600441
1276,37,3.675675675675676,F,,action,0.2725538293813028
1277,67,4.0,M,,action,0.2748007694421544
1278,361,2.958448753462604,M,,action,0.29895366218236175
1279,50,3.72,M,,action,0.2735229759299781
1280,144,3.4791666666666665,M,,action,0.2807411566535654
1281,21,4.095238095238095,M,,action,0.27137042062415195
1282,46,3.347826086956522,F,,action,0.273224043715847
1283,507,3.4220907297830374,M,,action,0.31259768677711786
1284,1144,3.9064685314685317,M,,action,0.39032006245121
1285,68,3.5,M,,action,0.2748763056624519
1286,94,3.9468085106382977,F,,action,0.2768549280177187
1287,129,3.75968992248062,F,,action,0.27956388034665924
1288,39,4.3076923076923075,M,,action,0.2727024815925825
1289,55,4.181818181818182,M,,action,0.27389756231169543
1290,283,3.802120141342756,F,,action,0.292141396435875
1291,48,3.3958333333333335,M,,action,0.2733734281027884
1292,68,3.426470588235294,M,,action,0.2748763056624519
1293,261,3.9272030651340994,F,,action,0.29027576197387517
1294,40,3.575,F,,action,0.27277686852154936
1295,48,3.8958333333333335,M,,action,0.2733734281027884
1296,487,3.4455852156057496,M,,action,0.31065548306927615
1297,614,3.8273615635179152,M,,action,0.3234152652005175
1298,234,3.7905982905982905,M,,action,0.28801843317972353
1299,166,3.4819277108433737,M,,action,0.2824858757062147
1300,297,3.774410774410774,F,,action,0.2933411557641537
1301,60,4.266666666666667,M,,action,0.27427317608337903
1302,677,3.3205317577548006,M,,action,0.3301419610432486
1303,84,3.9642857142857144,M,,action,0.27609055770292656
1304,21,4.333333333333333,M,,action,0.27137042062415195
1305,461,4.1475054229934925,M,,action,0.30816640986132515
1306,21,4.333333333333333,M,,action,0.27137042062415195
1307,89,3.606741573033708,M,,action,0.27647221454243853
1308,24,3.7083333333333335,M,,action,0.27159152634437805
1309,24,3.75,M,,action,0.27159152634437805
1310,188,3.478723404255319,M,,action,0.28425241614553726
1311,155,3.270967741935484,M,,action,0.28161081385525205
1312,29,3.6551724137931036,M,,action,0.27196083763937995
1313,228,2.789473684210526,F,,action,0.28752156411730884
1314,93,4.505376344086022,M,,action,0.2767783005812344
1315,38,3.236842105263158,M,,action,0.27262813522355506
1316,799,3.6620775969962454,M,,action,0.3439972480220158
1317,21,3.0476190476190474,M,,action,0.27137042062415195
1318,28,3.2142857142857144,F,,action,0.27188689505165853
1319,117,4.017094017094017,M,,action,0.27862914460852606
1320,171,3.2923976608187133,F,,action,0.2828854314002829
1321,384,4.1171875,M,,action,0.30102347983142685
1322,148,3.7027027027027026,F,,action,0.2810567734682406
1323,108,4.037037037037037,M,,action,0.27793218454697055
1324,282,3.9858156028368796,M,,action,0.29205607476635514
1325,37,3.918918918918919,F,,action,0.2725538293813028
1326,71,3.507042253521127,M,,action,0.2751031636863824
1327,125,3.552,M,,action,0.27925160569673274
1328,410,3.2853658536585364,M,,action,0.30339805825242716
1329,46,4.260869565217392,M,,action,0.273224043715847
1330,150,3.98,M,,action,0.281214848143982
1331,32,3.5,M,,action,0.2721829069134458
1332,557,3.6965888689407542,M,,action,0.31756113051762463
1333,59,3.9152542372881354,M,,action,0.2741979709350151
1334,307,3.0749185667752443,M,,action,0.29420417769932333
1335,23,4.086956521739131,F,,action,0.27151778441487917
1336,65,3.8153846153846156,M,,action,0.274649821477616
1337,132,4.03030303030303,M,,action,0.27979854504756574
1338,213,2.788732394366197,M,,action,0.286286859433152
1339,805,2.1627329192546583,M,,action,0.3447087211306446
1340,87,2.3793103448275863,M,,action,0.27631942525559544
1341,92,2.9782608695652173,M,,action,0.2767017155506364
1342,279,4.415770609318996,M,,action,0.29180040852057193
1343,75,3.72,F,,action,0.27540622418066646
1344,189,3.7195767195767195,F,,action,0.2843332385555872
1345,28,3.5357142857142856,M,,action,0.27188689505165853
1346,158,3.778481012658228,F,,action,0.2818489289740699
1347,139,3.7985611510791366,F,,action,0.28034763106251753
1348,43,4.651162790697675,M,,action,0.273000273000273
1349,112,3.7589285714285716,F,,action,0.27824151363383415
1350,20,4.2,F,,action,0.27129679869777534
1351,158,3.5759493670886076,M,,action,0.2818489289740699
1352,63,3.0317460317460316,M,,action,0.2744990392533626
1353,684,3.404970760233918,F,,action,0.3309066843150232
1354,53,4.169811320754717,F,,action,0.27374760470845877
1355,461,2.633405639913232,F,,action,0.30816640986132515
1356,177,2.7966101694915255,M,,action,0.2833663927458203
1357,231,3.16017316017316,M,,action,0.28776978417266186
1358,96,3.6458333333333335,M,,action,0.2770083102493075
1359,103,3.5533980582524274,M,,action,0.2775464890369137
1360,133,4.135338345864661,F,,action,0.279876854184159
1361,219,3.4474885844748857,M,,action,0.28677946659019216
1362,21,4.380952380952381,M,,action,0.27137042062415195
1363,55,4.0,F,,action,0.27389756231169543
1364,67,3.626865671641791,F,,action,0.2748007694421544
1365,143,3.5104895104895104,M,,action,0.280662363177098
1366,211,3.7772511848341233,M,,action,0.28612303290414876
1367,44,4.113636363636363,F,,action,0.2730748225013654
1368,404,3.782178217821782,M,,action,0.30284675953967294
1369,148,3.141891891891892,M,,action,0.2810567734682406
1370,44,4.2727272727272725,F,,action,0.2730748225013654
1371,53,3.0,M,,action,0.27374760470845877
1372,74,3.810810810810811,F,,action,0.27533039647577096
1373,103,3.9223300970873787,M,,action,0.2775464890369137
1374,60,3.9,F,,action,0.27427317608337903
1375,94,3.882978723404255,F,,action,0.2768549280177187
1376,521,2.8214971209213053,M,,action,0.3139717425431711
1377,58,4.5344827586206895,F,,action,0.2741228070175438
1378,32,3.25,F,,action,0.2721829069134458
1379,253,3.316205533596838,M,,action,0.2896032435563278
1380,69,3.4057971014492754,M,,action,0.27495188342040144
1381,36,4.138888888888889,F,,action,0.2724795640326975
1382,822,3.329683698296837,F,,action,0.34674063800277394
1383,22,3.4545454545454546,M,,action,0.2714440825190011
1384,22,3.727272727272727,F,,action,0.2714440825190011
1385,82,3.951219512195122,F,,action,0.27593818984547464
1386,223,3.6591928251121075,F,,action,0.2871088142405972
1387,53,4.018867924528302,M,,action,0.27374760470845877
1388,411,3.812652068126521,M,,action,0.30349013657056145
1389,309,3.838187702265372,M,,action,0.2943773918163085
1390,209,3.4688995215311005,M,,action,0.28595939376608526
1391,243,3.403292181069959,M,,action,0.28876696505919724
1392,109,4.128440366972477,M,,action,0.27800945232137897
1393,27,3.0,F,,action,0.2718129926610492
1394,312,3.826923076923077,M,,action,0.29463759575721865
1395,186,3.725806451612903,F,,action,0.2840909090909091
1396,53,3.490566037735849,M,,action,0.27374760470845877
1397,38,3.710526315789474,F,,action,0.27262813522355506
1398,288,3.6527777777777777,M,,action,0.29256875365710944
1399,58,4.172413793103448,M,,action,0.2741228070175438
1400,56,4.017857142857143,F,,action,0.273972602739726
1401,49,4.122448979591836,M,,action,0.27344818156959255
1402,65,3.8461538461538463,F,,action,0.274649821477616
1403,332,2.7951807228915664,M,,action,0.2963841138114997
1404,45,3.7333333333333334,M,,action,0.27314941272876264
1405,20,3.8,M,,action,0.27129679869777534
1406,182,4.082417582417582,F,,action,0.28376844494892167
1407,136,3.139705882352941,M,,action,0.2801120448179272
1408,84,4.214285714285714,M,,action,0.27609055770292656
1409,78,4.064102564102564,M,,action,0.27563395810363833
1410,60,3.566666666666667,M,,action,0.27427317608337903
1411,24,3.3333333333333335,M,,action,0.27159152634437805
1412,185,3.8324324324324324,M,,action,0.2840102243680772
1413,74,3.7837837837837838,M,,action,0.27533039647577096
1414,179,3.7150837988826817,M,,action,0.28352707683583783
1415,22,3.5454545454545454,M,,action,0.2714440825190011
1416,29,3.413793103448276,M,,action,0.27196083763937995
1417,286,2.9510489510489513,M,,action,0.29239766081871343
1418,51,2.6470588235294117,F,,action,0.27359781121751026
1419,279,3.7311827956989245,M,,action,0.29180040852057193
1420,195,3.758974358974359,F,,action,0.28481913984619767
1421,728,3.0123626373626373,M,,action,0.33579583613163194
1422,80,4.1875,M,,action,0.27578599007170435
1423,44,3.409090909090909,M,,action,0.2730748225013654
1424,778,3.647814910025707,M,,action,0.34153005464480873
1425,382,3.494764397905759,M,,action,0.3008423586040915
1426,153,3.6470588235294117,M,,action,0.28145229383619474
1427,52,4.211538461538462,F,,action,0.27367268746579093
1428,24,3.2916666666666665,F,,action,0.27159152634437805
1429,116,4.163793103448276,M,,action,0.2785515320334262
1430,21,3.380952380952381,M,,action,0.27137042062415195
1431,35,3.5428571428571427,M,,action,0.2724053391446472
1432,89,3.337078651685393,F,,action,0.27647221454243853
1433,279,2.4050179211469533,F,,action,0.29180040852057193
1434,35,3.4571428571428573,M,,action,0.2724053391446472
1435,66,3.9696969696969697,F,,action,0.27472527472527475
1436,155,4.541935483870968,M,,action,0.28161081385525205
1437,44,3.477272727272727,M,,action,0.2730748225013654
1438,30,3.9,M,,action,0.2720348204570185
1439,136,3.3529411764705883,M,,action,0.2801120448179272
1440,102,3.627450980392157,M,,action,0.27746947835738067
1441,160,3.3,M,,action,0.2820078962210942
1442,40,4.25,M,,action,0.27277686852154936
1443,29,3.689655172413793,F,,action,0.27196083763937995
1444,31,2.903225806451613,M,,action,0.27210884353741494
1445,97,4.453608247422681,M,,action,0.2770850651149903
1446,990,3.2383838383838386,M,,action,0.3681885125184094
1447,1038,3.775529865125241,F,,action,0.3748125937031484
1448,1243,2.8061142397425582,M,,action,0.40600893219650835
1449,109,2.9908256880733943,M,,action,0.27800945232137897
1450,751,3.8974700399467377,M,,action,0.338409475465313
1451,20,4.15,F,,action,0.27129679869777534
1452,28,3.5714285714285716,M,,action,0.27188689505165853
1453,22,3.8636363636363638,M,,action,0.2714440825190011
1454,61,3.7540983606557377,F,,action,0.2743484224965706
1455,22,4.045454545454546,M,,action,0.2714440825190011
1456,307,3.95114006514658,M,,action,0.29420417769932333
1457,97,3.9896907216494846,M,,action,0.2770850651149903
1458,21,4.0476190476190474,F,,action,0.27137042062415195
1459,28,3.0357142857142856,F,,action,0.27188689505165853
1460,50,3.34,F,,action,0.2735229759299781
1461,38,3.5,M,,action,0.27262813522355506
1462,116,3.5948275862068964,M,,action,0.2785515320334262
1463,108,3.675925925925926,M,,action,0.27793218454697055
1464,611,3.741407528641571,M,,action,0.32310177705977383
1465,252,3.630952380952381,M,,action,0.2895193977996526
1466,88,3.534090909090909,M,,action,0.2763957987838585
1467,102,3.519607843137255,M,,action,0.27746947835738067
1468,32,4.0625,M,,action,0.2721829069134458
1469,710,2.6943661971830988,M,,action,0.33377837116154874
1470,27,3.814814814814815,M,,action,0.2718129926610492
1471,233,3.6008583690987126,M,,action,0.28793550244745175
1472,240,2.970833333333333,M,,action,0.28851702250432776
1473,130,3.7846153846153845,M,,action,0.2796420581655481
1474,79,3.8987341772151898,F,,action,0.27570995312930796
1475,70,3.757142857142857,F,,action,0.27502750275027504
1476,33,4.0606060606060606,F,,action,0.2722570106180234
1477,32,3.9375,M,,action,0.2721829069134458
1478,29,4.103448275862069,F,,action,0.27196083763937995
1479,43,3.395348837209302,M,,action,0.273000273000273
1480,100,4.38,M,,action,0.27731558513588467
1481,61,3.2295081967213113,M,,action,0.2743484224965706
1482,258,3.0968992248062017,M,,action,0.2900232018561485
1483,314,3.6146496815286624,M,,action,0.294811320754717
1484,23,3.9130434782608696,F,,action,0.27151778441487917
1485,48,3.5833333333333335,M,,action,0.2733734281027884
1486,41,3.2195121951219514,M,,action,0.2728512960436562
1487,21,4.095238095238095,M,,action,0.27137042062415195
1488,489,2.443762781186094,F,,action,0.3108486167236556
1489,180,4.1,M,,action,0.28360748723766305
1490,253,3.2490118577075098,M,,action,0.2896032435563278
1491,107,3.2149532710280373,M,,action,0.27785495971103086
1492,20,3.75,F,,action,0.27129679869777534
1493,98,3.795918367346939,M,,action,0.2771618625277162
1494,182,2.620879120879121,M,,action,0.28376844494892167
1495,597,2.85929648241206,M,,action,0.32164683177870695
1496,199,3.864321608040201,M,,action,0.285143997718848
1497,116,3.8275862068965516,M,,action,0.2785515320334262
1498,130,3.9384615384615387,M,,action,0.2796420581655481
1499,115,3.9043478260869566,M,,action,0.278473962684489
1500,542,3.726937269372694,M,,action,0.31605562579013907
1501,273,3.399267399267399,M,,action,0.29129041654529564
1502,272,3.5073529411764706,M,,action,0.29120559114735
1503,42,3.642857142857143,M,,action,0.2729257641921397
1504,318,3.738993710691824,M,,action,0.29515938606847697
1505,105,3.8095238095238093,M,,action,0.27770063871146905
1506,108,4.185185185185185,M,,action,0.27793218454697055
1507,29,3.310344827586207,F,,action,0.27196083763937995
1508,297,2.983164983164983,M,,action,0.2933411557641537
1509,33,3.606060606060606,F,,action,0.2722570106180234
1510,91,4.087912087912088,M,,action,0.2766251728907331
1511,34,3.235294117647059,M,,action,0.27233115468409586
1512,143,4.055944055944056,F,,action,0.280662363177098
1513,127,3.763779527559055,M,,action,0.2794076557697681
1514,24,3.75,M,,action,0.27159152634437805
1515,292,3.1164383561643834,F,,action,0.29291154071470415
1516,64,3.609375,M,,action,0.2745744096650192
1517,25,4.48,M,,action,0.271665308340125
1518,87,3.528735632183908,M,,action,0.27631942525559544
1519,23,4.0,M,,action,0.27151778441487917
1520,72,3.263888888888889,F,,action,0.27517886626307103
1521,78,3.641025641025641,M,,action,0.27563395810363833
1522,92,3.717391304347826,M,,action,0.2767017155506364
1523,253,3.7351778656126484,M,,action,0.2896032435563278
1524,101,3.6633663366336635,F,,action,0.27739251040221913
