inner_id,num_rating,num_rating_q,avg_rating,avg_rating_q,beta,access_type,access
4379,151,"(96.0, 208.0]",3.6556291390728477,"(3.444, 3.735]",,data,4.074473826227739
4380,443,"(208.0, 2314.0]",3.4243792325056432,"(1.014, 3.444]",,data,11.953588774959526
4381,104,"(96.0, 208.0]",2.8846153846153846,"(1.014, 3.444]",,data,2.8062601187263896
4382,20,"(19.999, 44.0]",3.4,"(1.014, 3.444]",,data,0.5396654074473827
4383,290,"(208.0, 2314.0]",4.003448275862069,"(4.0, 4.963]",,data,7.825148407987048
4384,27,"(19.999, 44.0]",3.259259259259259,"(1.014, 3.444]",,data,0.7285483000539665
4385,873,"(208.0, 2314.0]",3.597938144329897,"(3.444, 3.735]",,data,23.55639503507825
4386,743,"(208.0, 2314.0]",3.0969044414535665,"(1.014, 3.444]",,data,20.048569886670265
4387,459,"(208.0, 2314.0]",3.814814814814815,"(3.735, 4.0]",,data,12.385321100917432
4388,125,"(96.0, 208.0]",3.296,"(1.014, 3.444]",,data,3.3729087965461417
4389,278,"(208.0, 2314.0]",3.0863309352517985,"(1.014, 3.444]",,data,7.5013491635186185
4390,37,"(19.999, 44.0]",3.675675675675676,"(3.444, 3.735]",,data,0.9983810037776578
4391,25,"(19.999, 44.0]",3.44,"(1.014, 3.444]",,data,0.6745817593092283
4392,20,"(19.999, 44.0]",3.9,"(3.735, 4.0]",,data,0.5396654074473827
4393,33,"(19.999, 44.0]",3.515151515151515,"(3.444, 3.735]",,data,0.8904479222881814
4394,30,"(19.999, 44.0]",3.3333333333333335,"(1.014, 3.444]",,data,0.809498111171074
4395,25,"(19.999, 44.0]",3.68,"(3.444, 3.735]",,data,0.6745817593092283
4396,67,"(44.0, 96.0]",3.4328358208955225,"(1.014, 3.444]",,data,1.8078791149487319
4397,20,"(19.999, 44.0]",4.15,"(4.0, 4.963]",,data,0.5396654074473827
4398,34,"(19.999, 44.0]",3.176470588235294,"(1.014, 3.444]",,data,0.9174311926605505
4399,26,"(19.999, 44.0]",4.153846153846154,"(4.0, 4.963]",,data,0.7015650296815974
4400,201,"(96.0, 208.0]",3.6766169154228856,"(3.444, 3.735]",,data,5.423637344846195
4401,31,"(19.999, 44.0]",3.6774193548387095,"(3.444, 3.735]",,data,0.8364813815434431
4402,87,"(44.0, 96.0]",3.9655172413793105,"(3.735, 4.0]",,data,2.3475445223961144
4403,372,"(208.0, 2314.0]",3.067204301075269,"(1.014, 3.444]",,data,10.037776578521317
4404,45,"(44.0, 96.0]",4.466666666666667,"(4.0, 4.963]",,data,1.2142471667566108
4405,322,"(208.0, 2314.0]",3.987577639751553,"(3.735, 4.0]",,data,8.68861305990286
4406,231,"(208.0, 2314.0]",3.294372294372294,"(1.014, 3.444]",,data,6.233135456017269
4407,543,"(208.0, 2314.0]",3.773480662983425,"(3.735, 4.0]",,data,14.651915812196439
4408,109,"(96.0, 208.0]",3.7247706422018347,"(3.444, 3.735]",,data,2.941176470588235
4409,27,"(19.999, 44.0]",4.0,"(3.735, 4.0]",,data,0.7285483000539665
4410,610,"(208.0, 2314.0]",3.9,"(3.735, 4.0]",,data,16.45979492714517
4411,102,"(96.0, 208.0]",3.372549019607843,"(1.014, 3.444]",,data,2.7522935779816518
4412,23,"(19.999, 44.0]",4.0,"(3.735, 4.0]",,data,0.62061521856449
4413,182,"(96.0, 208.0]",3.197802197802198,"(1.014, 3.444]",,data,4.910955207771182
4414,138,"(96.0, 208.0]",3.572463768115942,"(3.444, 3.735]",,data,3.7236913113869403
4415,165,"(96.0, 208.0]",4.036363636363636,"(4.0, 4.963]",,data,4.452239611440906
4416,110,"(96.0, 208.0]",3.7181818181818183,"(3.444, 3.735]",,data,2.9681597409606044
4417,318,"(208.0, 2314.0]",3.8836477987421385,"(3.735, 4.0]",,data,8.580679978413382
4418,20,"(19.999, 44.0]",3.3,"(1.014, 3.444]",,data,0.5396654074473827
4419,50,"(44.0, 96.0]",3.96,"(3.735, 4.0]",,data,1.3491635186184565
4420,24,"(19.999, 44.0]",3.3333333333333335,"(1.014, 3.444]",,data,0.6475984889368591
4421,449,"(208.0, 2314.0]",3.510022271714922,"(3.444, 3.735]",,data,12.11548839719374
4422,42,"(19.999, 44.0]",4.214285714285714,"(4.0, 4.963]",,data,1.1332973556395036
4423,33,"(19.999, 44.0]",4.363636363636363,"(4.0, 4.963]",,data,0.8904479222881814
4424,934,"(208.0, 2314.0]",3.235546038543897,"(1.014, 3.444]",,data,25.20237452779277
4425,75,"(44.0, 96.0]",3.6266666666666665,"(3.444, 3.735]",,data,2.0237452779276848
4426,23,"(19.999, 44.0]",3.608695652173913,"(3.444, 3.735]",,data,0.62061521856449
4427,70,"(44.0, 96.0]",3.6285714285714286,"(3.444, 3.735]",,data,1.8888289260658393
4428,45,"(44.0, 96.0]",3.8444444444444446,"(3.735, 4.0]",,data,1.2142471667566108
4429,295,"(208.0, 2314.0]",2.5728813559322035,"(1.014, 3.444]",,data,7.960064759848893
4430,44,"(19.999, 44.0]",3.5,"(3.444, 3.735]",,data,1.1872638963842417
4431,68,"(44.0, 96.0]",4.014705882352941,"(4.0, 4.963]",,data,1.834862385321101
4432,165,"(96.0, 208.0]",3.7818181818181817,"(3.735, 4.0]",,data,4.452239611440906
4433,48,"(44.0, 96.0]",3.6666666666666665,"(3.444, 3.735]",,data,1.2951969778737182
4434,53,"(44.0, 96.0]",3.547169811320755,"(3.444, 3.735]",,data,1.430113329735564
4435,227,"(208.0, 2314.0]",3.5726872246696035,"(3.444, 3.735]",,data,6.125202374527793
4436,241,"(208.0, 2314.0]",2.8257261410788383,"(1.014, 3.444]",,data,6.50296815974096
4437,170,"(96.0, 208.0]",3.476470588235294,"(3.444, 3.735]",,data,4.587155963302752
4438,41,"(19.999, 44.0]",3.2195121951219514,"(1.014, 3.444]",,data,1.1063140852671345
4439,85,"(44.0, 96.0]",3.776470588235294,"(3.735, 4.0]",,data,2.293577981651376
4440,30,"(19.999, 44.0]",3.066666666666667,"(1.014, 3.444]",,data,0.809498111171074
4441,52,"(44.0, 96.0]",3.3461538461538463,"(1.014, 3.444]",,data,1.4031300593631948
4442,80,"(44.0, 96.0]",3.1125,"(1.014, 3.444]",,data,2.1586616297895307
4443,80,"(44.0, 96.0]",3.6625,"(3.444, 3.735]",,data,2.1586616297895307
4444,125,"(96.0, 208.0]",2.776,"(1.014, 3.444]",,data,3.3729087965461417
4445,422,"(208.0, 2314.0]",3.1635071090047395,"(1.014, 3.444]",,data,11.386940097139773
4446,982,"(208.0, 2314.0]",3.0733197556008145,"(1.014, 3.444]",,data,26.497571505666485
4447,1014,"(208.0, 2314.0]",4.176528599605523,"(4.0, 4.963]",,data,27.361036157582298
4448,194,"(96.0, 208.0]",4.087628865979381,"(4.0, 4.963]",,data,5.234754452239612
4449,81,"(44.0, 96.0]",2.802469135802469,"(1.014, 3.444]",,data,2.1856449001618996
4450,277,"(208.0, 2314.0]",2.895306859205776,"(1.014, 3.444]",,data,7.474365893146249
4451,195,"(96.0, 208.0]",3.682051282051282,"(3.444, 3.735]",,data,5.26173772261198
4452,55,"(44.0, 96.0]",3.1454545454545455,"(1.014, 3.444]",,data,1.4840798704803022
4453,160,"(96.0, 208.0]",2.6,"(1.014, 3.444]",,data,4.317323259579061
4454,50,"(44.0, 96.0]",3.74,"(3.735, 4.0]",,data,1.3491635186184565
4455,163,"(96.0, 208.0]",3.938650306748466,"(3.735, 4.0]",,data,4.398273070696169
4456,212,"(208.0, 2314.0]",4.297169811320755,"(4.0, 4.963]",,data,5.720453318942256
4457,411,"(208.0, 2314.0]",3.3333333333333335,"(1.014, 3.444]",,data,11.090124123043713
4458,187,"(96.0, 208.0]",3.727272727272727,"(3.444, 3.735]",,data,5.045871559633028
4459,145,"(96.0, 208.0]",3.372413793103448,"(1.014, 3.444]",,data,3.912574203993524
4460,156,"(96.0, 208.0]",4.410256410256411,"(4.0, 4.963]",,data,4.209390178089585
4461,34,"(19.999, 44.0]",3.176470588235294,"(1.014, 3.444]",,data,0.9174311926605505
4462,20,"(19.999, 44.0]",3.95,"(3.735, 4.0]",,data,0.5396654074473827
4463,21,"(19.999, 44.0]",3.380952380952381,"(1.014, 3.444]",,data,0.5666486778197518
4464,86,"(44.0, 96.0]",3.488372093023256,"(3.444, 3.735]",,data,2.3205612520237455
4465,122,"(96.0, 208.0]",3.80327868852459,"(3.735, 4.0]",,data,3.291958985429034
4466,180,"(96.0, 208.0]",3.3944444444444444,"(1.014, 3.444]",,data,4.856988667026443
4467,85,"(44.0, 96.0]",4.105882352941176,"(4.0, 4.963]",,data,2.293577981651376
4468,33,"(19.999, 44.0]",4.03030303030303,"(4.0, 4.963]",,data,0.8904479222881814
4469,305,"(208.0, 2314.0]",4.131147540983607,"(4.0, 4.963]",,data,8.229897463572584
4470,173,"(96.0, 208.0]",3.6242774566473988,"(3.444, 3.735]",,data,4.6681057744198595
4471,493,"(208.0, 2314.0]",3.4340770791075053,"(1.014, 3.444]",,data,13.302752293577983
4472,423,"(208.0, 2314.0]",3.3711583924349884,"(1.014, 3.444]",,data,11.413923367512142
4473,36,"(19.999, 44.0]",4.138888888888889,"(4.0, 4.963]",,data,0.9713977334052887
4474,45,"(44.0, 96.0]",3.933333333333333,"(3.735, 4.0]",,data,1.2142471667566108
4475,203,"(96.0, 208.0]",3.586206896551724,"(3.444, 3.735]",,data,5.477603885590933
4476,146,"(96.0, 208.0]",3.404109589041096,"(1.014, 3.444]",,data,3.939557474365893
4477,446,"(208.0, 2314.0]",3.309417040358744,"(1.014, 3.444]",,data,12.034538586076632
4478,59,"(44.0, 96.0]",3.830508474576271,"(3.735, 4.0]",,data,1.5920129519697785
4479,467,"(208.0, 2314.0]",3.154175588865096,"(1.014, 3.444]",,data,12.601187263896385
4480,62,"(44.0, 96.0]",3.306451612903226,"(1.014, 3.444]",,data,1.6729627630868862
4481,782,"(208.0, 2314.0]",3.8017902813299234,"(3.735, 4.0]",,data,21.100917431192663
4482,188,"(96.0, 208.0]",3.1648936170212765,"(1.014, 3.444]",,data,5.072854830005396
4483,272,"(208.0, 2314.0]",4.0625,"(4.0, 4.963]",,data,7.339449541284404
4484,143,"(96.0, 208.0]",3.3496503496503496,"(1.014, 3.444]",,data,3.858607663248786
4485,51,"(44.0, 96.0]",1.0588235294117647,"(1.014, 3.444]",,data,1.3761467889908259
4486,60,"(44.0, 96.0]",3.5833333333333335,"(3.444, 3.735]",,data,1.618996222342148
4487,346,"(208.0, 2314.0]",2.7745664739884393,"(1.014, 3.444]",,data,9.336211548839719
4488,424,"(208.0, 2314.0]",3.9929245283018866,"(3.735, 4.0]",,data,11.440906637884511
4489,382,"(208.0, 2314.0]",3.5104712041884816,"(3.444, 3.735]",,data,10.307609282245007
4490,185,"(96.0, 208.0]",3.8,"(3.735, 4.0]",,data,4.991905018888289
4491,23,"(19.999, 44.0]",3.9130434782608696,"(3.735, 4.0]",,data,0.62061521856449
4492,50,"(44.0, 96.0]",2.34,"(1.014, 3.444]",,data,1.3491635186184565
4493,74,"(44.0, 96.0]",4.202702702702703,"(4.0, 4.963]",,data,1.9967620075553156
4494,36,"(19.999, 44.0]",4.138888888888889,"(4.0, 4.963]",,data,0.9713977334052887
4495,186,"(96.0, 208.0]",3.8225806451612905,"(3.735, 4.0]",,data,5.0188882892606586
4496,500,"(208.0, 2314.0]",3.778,"(3.735, 4.0]",,data,13.491635186184567
4497,154,"(96.0, 208.0]",3.0714285714285716,"(1.014, 3.444]",,data,4.155423637344846
4498,98,"(96.0, 208.0]",4.030612244897959,"(4.0, 4.963]",,data,2.6443604964921748
4499,28,"(19.999, 44.0]",2.9642857142857144,"(1.014, 3.444]",,data,0.7555315704263357
4500,72,"(44.0, 96.0]",3.9722222222222223,"(3.735, 4.0]",,data,1.9427954668105774
4501,324,"(208.0, 2314.0]",3.8950617283950617,"(3.735, 4.0]",,data,8.742579600647598
4502,38,"(19.999, 44.0]",4.157894736842105,"(4.0, 4.963]",,data,1.0253642741500268
4503,25,"(19.999, 44.0]",4.12,"(4.0, 4.963]",,data,0.6745817593092283
4504,279,"(208.0, 2314.0]",4.207885304659499,"(4.0, 4.963]",,data,7.528332433890987
4505,536,"(208.0, 2314.0]",3.9608208955223883,"(3.735, 4.0]",,data,14.463032919589855
4506,232,"(208.0, 2314.0]",4.366379310344827,"(4.0, 4.963]",,data,6.260118726389638
4507,1211,"(208.0, 2314.0]",3.0767960363336084,"(1.014, 3.444]",,data,32.67674042093901
4508,210,"(208.0, 2314.0]",3.919047619047619,"(3.735, 4.0]",,data,5.666486778197517
4509,1240,"(208.0, 2314.0]",2.8379032258064516,"(1.014, 3.444]",,data,33.459255261737724
4510,147,"(96.0, 208.0]",4.183673469387755,"(4.0, 4.963]",,data,3.9665407447382623
4511,159,"(96.0, 208.0]",3.861635220125786,"(3.735, 4.0]",,data,4.290339989206691
4512,35,"(19.999, 44.0]",3.7714285714285714,"(3.735, 4.0]",,data,0.9444144630329196
4513,147,"(96.0, 208.0]",3.3741496598639458,"(1.014, 3.444]",,data,3.9665407447382623
4514,22,"(19.999, 44.0]",4.409090909090909,"(4.0, 4.963]",,data,0.5936319481921208
4515,55,"(44.0, 96.0]",4.381818181818182,"(4.0, 4.963]",,data,1.4840798704803022
4516,413,"(208.0, 2314.0]",3.0653753026634383,"(1.014, 3.444]",,data,11.144090663788452
4517,84,"(44.0, 96.0]",4.5476190476190474,"(4.0, 4.963]",,data,2.2665947112790072
4518,42,"(19.999, 44.0]",3.6666666666666665,"(3.444, 3.735]",,data,1.1332973556395036
4519,285,"(208.0, 2314.0]",3.7719298245614037,"(3.735, 4.0]",,data,7.690232056125203
4520,229,"(208.0, 2314.0]",3.8034934497816595,"(3.735, 4.0]",,data,6.17916891527253
4521,189,"(96.0, 208.0]",3.4021164021164023,"(1.014, 3.444]",,data,5.099838100377766
4522,394,"(208.0, 2314.0]",3.4593908629441623,"(3.444, 3.735]",,data,10.631408526713438
4523,289,"(208.0, 2314.0]",3.3044982698961936,"(1.014, 3.444]",,data,7.79816513761468
4524,20,"(19.999, 44.0]",3.95,"(3.735, 4.0]",,data,0.5396654074473827
4525,170,"(96.0, 208.0]",3.623529411764706,"(3.444, 3.735]",,data,4.587155963302752
4526,20,"(19.999, 44.0]",3.8,"(3.735, 4.0]",,data,0.5396654074473827
4527,62,"(44.0, 96.0]",3.306451612903226,"(1.014, 3.444]",,data,1.6729627630868862
4528,47,"(44.0, 96.0]",3.851063829787234,"(3.735, 4.0]",,data,1.268213707501349
4529,56,"(44.0, 96.0]",3.607142857142857,"(3.444, 3.735]",,data,1.5110631408526713
4530,243,"(208.0, 2314.0]",3.42798353909465,"(1.014, 3.444]",,data,6.556934700485699
4531,129,"(96.0, 208.0]",3.9689922480620154,"(3.735, 4.0]",,data,3.4808418780356174
4532,57,"(44.0, 96.0]",3.807017543859649,"(3.735, 4.0]",,data,1.5380464112250405
4533,77,"(44.0, 96.0]",3.7012987012987013,"(3.444, 3.735]",,data,2.077711818672423
4534,368,"(208.0, 2314.0]",3.994565217391304,"(3.735, 4.0]",,data,9.92984349703184
4535,34,"(19.999, 44.0]",4.235294117647059,"(4.0, 4.963]",,data,0.9174311926605505
4536,25,"(19.999, 44.0]",3.84,"(3.735, 4.0]",,data,0.6745817593092283
4537,40,"(19.999, 44.0]",3.025,"(1.014, 3.444]",,data,1.0793308148947653
4538,119,"(96.0, 208.0]",1.815126050420168,"(1.014, 3.444]",,data,3.211009174311927
4539,69,"(44.0, 96.0]",3.710144927536232,"(3.444, 3.735]",,data,1.8618456556934702
4540,148,"(96.0, 208.0]",2.581081081081081,"(1.014, 3.444]",,data,3.9935240151106313
4541,28,"(19.999, 44.0]",3.8214285714285716,"(3.735, 4.0]",,data,0.7555315704263357
4542,1050,"(208.0, 2314.0]",3.298095238095238,"(1.014, 3.444]",,data,28.332433890987584
4543,48,"(44.0, 96.0]",3.9166666666666665,"(3.735, 4.0]",,data,1.2951969778737182
4544,30,"(19.999, 44.0]",3.966666666666667,"(3.735, 4.0]",,data,0.809498111171074
4545,50,"(44.0, 96.0]",4.16,"(4.0, 4.963]",,data,1.3491635186184565
4546,20,"(19.999, 44.0]",2.8,"(1.014, 3.444]",,data,0.5396654074473827
4547,21,"(19.999, 44.0]",3.0,"(1.014, 3.444]",,data,0.5666486778197518
4548,25,"(19.999, 44.0]",3.32,"(1.014, 3.444]",,data,0.6745817593092283
4549,28,"(19.999, 44.0]",3.4642857142857144,"(3.444, 3.735]",,data,0.7555315704263357
4550,82,"(44.0, 96.0]",4.024390243902439,"(4.0, 4.963]",,data,2.212628170534269
4551,115,"(96.0, 208.0]",3.608695652173913,"(3.444, 3.735]",,data,3.1030760928224503
4552,55,"(44.0, 96.0]",3.2545454545454544,"(1.014, 3.444]",,data,1.4840798704803022
4553,21,"(19.999, 44.0]",3.4761904761904763,"(3.444, 3.735]",,data,0.5666486778197518
4554,89,"(44.0, 96.0]",3.303370786516854,"(1.014, 3.444]",,data,2.4015110631408527
4555,221,"(208.0, 2314.0]",3.3846153846153846,"(1.014, 3.444]",,data,5.963302752293578
4556,86,"(44.0, 96.0]",3.627906976744186,"(3.444, 3.735]",,data,2.3205612520237455
4557,21,"(19.999, 44.0]",4.238095238095238,"(4.0, 4.963]",,data,0.5666486778197518
4558,43,"(19.999, 44.0]",4.27906976744186,"(4.0, 4.963]",,data,1.1602806260118728
4559,294,"(208.0, 2314.0]",3.574829931972789,"(3.444, 3.735]",,data,7.933081489476525
4560,110,"(96.0, 208.0]",3.8363636363636364,"(3.735, 4.0]",,data,2.9681597409606044
4561,302,"(208.0, 2314.0]",3.589403973509934,"(3.444, 3.735]",,data,8.148947652455478
4562,40,"(19.999, 44.0]",4.35,"(4.0, 4.963]",,data,1.0793308148947653
4563,26,"(19.999, 44.0]",3.9615384615384617,"(3.735, 4.0]",,data,0.7015650296815974
4564,36,"(19.999, 44.0]",3.9722222222222223,"(3.735, 4.0]",,data,0.9713977334052887
4565,154,"(96.0, 208.0]",3.616883116883117,"(3.444, 3.735]",,data,4.155423637344846
4566,88,"(44.0, 96.0]",4.068181818181818,"(4.0, 4.963]",,data,2.3745277927684834
4567,305,"(208.0, 2314.0]",3.6,"(3.444, 3.735]",,data,8.229897463572584
4568,86,"(44.0, 96.0]",3.7093023255813953,"(3.444, 3.735]",,data,2.3205612520237455
4569,38,"(19.999, 44.0]",3.4473684210526314,"(3.444, 3.735]",,data,1.0253642741500268
4570,102,"(96.0, 208.0]",3.9215686274509802,"(3.735, 4.0]",,data,2.7522935779816518
4571,145,"(96.0, 208.0]",3.924137931034483,"(3.735, 4.0]",,data,3.912574203993524
4572,154,"(96.0, 208.0]",3.6948051948051948,"(3.444, 3.735]",,data,4.155423637344846
4573,50,"(44.0, 96.0]",3.7,"(3.444, 3.735]",,data,1.3491635186184565
4574,125,"(96.0, 208.0]",2.088,"(1.014, 3.444]",,data,3.3729087965461417
4575,24,"(19.999, 44.0]",4.0,"(3.735, 4.0]",,data,0.6475984889368591
4576,172,"(96.0, 208.0]",3.2674418604651163,"(1.014, 3.444]",,data,4.641122504047491
4577,560,"(208.0, 2314.0]",3.7303571428571427,"(3.444, 3.735]",,data,15.110631408526714
4578,689,"(208.0, 2314.0]",3.6516690856313496,"(3.444, 3.735]",,data,18.591473286562334
4579,137,"(96.0, 208.0]",3.9197080291970803,"(3.735, 4.0]",,data,3.696708041014571
4580,83,"(44.0, 96.0]",3.6506024096385543,"(3.444, 3.735]",,data,2.239611440906638
4581,46,"(44.0, 96.0]",4.195652173913044,"(4.0, 4.963]",,data,1.24123043712898
4582,27,"(19.999, 44.0]",3.6666666666666665,"(3.444, 3.735]",,data,0.7285483000539665
4583,62,"(44.0, 96.0]",4.580645161290323,"(4.0, 4.963]",,data,1.6729627630868862
4584,321,"(208.0, 2314.0]",3.8286604361370715,"(3.735, 4.0]",,data,8.66162978953049
4585,52,"(44.0, 96.0]",4.076923076923077,"(4.0, 4.963]",,data,1.4031300593631948
4586,44,"(19.999, 44.0]",2.772727272727273,"(1.014, 3.444]",,data,1.1872638963842417
4587,47,"(44.0, 96.0]",3.978723404255319,"(3.735, 4.0]",,data,1.268213707501349
4588,108,"(96.0, 208.0]",4.592592592592593,"(4.0, 4.963]",,data,2.914193200215866
4589,50,"(44.0, 96.0]",3.84,"(3.735, 4.0]",,data,1.3491635186184565
4590,480,"(208.0, 2314.0]",3.252083333333333,"(1.014, 3.444]",,data,12.951969778737183
4591,224,"(208.0, 2314.0]",3.361607142857143,"(1.014, 3.444]",,data,6.044252563410685
4592,300,"(208.0, 2314.0]",3.3733333333333335,"(1.014, 3.444]",,data,8.094981111710739
4593,36,"(19.999, 44.0]",4.055555555555555,"(4.0, 4.963]",,data,0.9713977334052887
4594,76,"(44.0, 96.0]",4.592105263157895,"(4.0, 4.963]",,data,2.0507285483000537
4595,206,"(96.0, 208.0]",3.3009708737864076,"(1.014, 3.444]",,data,5.5585536967080404
4596,22,"(19.999, 44.0]",3.409090909090909,"(1.014, 3.444]",,data,0.5936319481921208
4597,106,"(96.0, 208.0]",3.7735849056603774,"(3.735, 4.0]",,data,2.860226659471128
4598,47,"(44.0, 96.0]",4.0638297872340425,"(4.0, 4.963]",,data,1.268213707501349
4599,260,"(208.0, 2314.0]",3.6307692307692307,"(3.444, 3.735]",,data,7.015650296815974
4600,129,"(96.0, 208.0]",3.62015503875969,"(3.444, 3.735]",,data,3.4808418780356174
4601,76,"(44.0, 96.0]",3.5,"(3.444, 3.735]",,data,2.0507285483000537
4602,37,"(19.999, 44.0]",3.72972972972973,"(3.444, 3.735]",,data,0.9983810037776578
4603,76,"(44.0, 96.0]",3.0657894736842106,"(1.014, 3.444]",,data,2.0507285483000537
4604,203,"(96.0, 208.0]",3.187192118226601,"(1.014, 3.444]",,data,5.477603885590933
4605,106,"(96.0, 208.0]",3.4716981132075473,"(3.444, 3.735]",,data,2.860226659471128
4606,504,"(208.0, 2314.0]",3.890873015873016,"(3.735, 4.0]",,data,13.599568267674043
4607,76,"(44.0, 96.0]",3.6973684210526314,"(3.444, 3.735]",,data,2.0507285483000537
4608,264,"(208.0, 2314.0]",3.007575757575758,"(1.014, 3.444]",,data,7.123583378305451
4609,160,"(96.0, 208.0]",3.21875,"(1.014, 3.444]",,data,4.317323259579061
4610,370,"(208.0, 2314.0]",3.2756756756756755,"(1.014, 3.444]",,data,9.983810037776578
4611,40,"(19.999, 44.0]",3.575,"(3.444, 3.735]",,data,1.0793308148947653
4612,82,"(44.0, 96.0]",4.048780487804878,"(4.0, 4.963]",,data,2.212628170534269
4613,21,"(19.999, 44.0]",3.9523809523809526,"(3.735, 4.0]",,data,0.5666486778197518
4614,148,"(96.0, 208.0]",3.5472972972972974,"(3.444, 3.735]",,data,3.9935240151106313
4615,34,"(19.999, 44.0]",3.9705882352941178,"(3.735, 4.0]",,data,0.9174311926605505
4616,73,"(44.0, 96.0]",3.164383561643836,"(1.014, 3.444]",,data,1.9697787371829465
4617,76,"(44.0, 96.0]",3.539473684210526,"(3.444, 3.735]",,data,2.0507285483000537
4618,153,"(96.0, 208.0]",3.4444444444444446,"(1.014, 3.444]",,data,4.128440366972478
4619,132,"(96.0, 208.0]",3.8181818181818183,"(3.735, 4.0]",,data,3.5617916891527255
4620,189,"(96.0, 208.0]",3.455026455026455,"(3.444, 3.735]",,data,5.099838100377766
4621,23,"(19.999, 44.0]",3.5217391304347827,"(3.444, 3.735]",,data,0.62061521856449
4622,38,"(19.999, 44.0]",3.973684210526316,"(3.735, 4.0]",,data,1.0253642741500268
4623,61,"(44.0, 96.0]",3.9508196721311477,"(3.735, 4.0]",,data,1.645979492714517
4624,81,"(44.0, 96.0]",3.419753086419753,"(1.014, 3.444]",,data,2.1856449001618996
4625,386,"(208.0, 2314.0]",3.562176165803109,"(3.444, 3.735]",,data,10.415542363734485
4626,103,"(96.0, 208.0]",3.8932038834951457,"(3.735, 4.0]",,data,2.7792768483540202
4627,20,"(19.999, 44.0]",3.6,"(3.444, 3.735]",,data,0.5396654074473827
4628,32,"(19.999, 44.0]",3.375,"(1.014, 3.444]",,data,0.8634646519158122
4629,29,"(19.999, 44.0]",3.793103448275862,"(3.735, 4.0]",,data,0.7825148407987047
4630,129,"(96.0, 208.0]",3.604651162790698,"(3.444, 3.735]",,data,3.4808418780356174
4631,56,"(44.0, 96.0]",3.9107142857142856,"(3.735, 4.0]",,data,1.5110631408526713
4632,81,"(44.0, 96.0]",3.9753086419753085,"(3.735, 4.0]",,data,2.1856449001618996
4633,102,"(96.0, 208.0]",4.813725490196078,"(4.0, 4.963]",,data,2.7522935779816518
4634,314,"(208.0, 2314.0]",3.754777070063694,"(3.735, 4.0]",,data,8.472746896923908
4635,25,"(19.999, 44.0]",2.0,"(1.014, 3.444]",,data,0.6745817593092283
4636,378,"(208.0, 2314.0]",3.5846560846560847,"(3.444, 3.735]",,data,10.199676200755531
4637,37,"(19.999, 44.0]",2.891891891891892,"(1.014, 3.444]",,data,0.9983810037776578
4638,52,"(44.0, 96.0]",4.288461538461538,"(4.0, 4.963]",,data,1.4031300593631948
4639,152,"(96.0, 208.0]",2.6578947368421053,"(1.014, 3.444]",,data,4.101457096600107
4640,40,"(19.999, 44.0]",4.025,"(4.0, 4.963]",,data,1.0793308148947653
4641,33,"(19.999, 44.0]",3.696969696969697,"(3.444, 3.735]",,data,0.8904479222881814
4642,201,"(96.0, 208.0]",3.0398009950248754,"(1.014, 3.444]",,data,5.423637344846195
4643,143,"(96.0, 208.0]",3.4335664335664338,"(1.014, 3.444]",,data,3.858607663248786
4644,126,"(96.0, 208.0]",4.174603174603175,"(4.0, 4.963]",,data,3.3998920669185106
4645,39,"(19.999, 44.0]",3.128205128205128,"(1.014, 3.444]",,data,1.0523475445223962
4646,893,"(208.0, 2314.0]",3.4871220604703246,"(3.444, 3.735]",,data,24.096060442525634
4647,37,"(19.999, 44.0]",3.7837837837837838,"(3.735, 4.0]",,data,0.9983810037776578
4648,33,"(19.999, 44.0]",4.818181818181818,"(4.0, 4.963]",,data,0.8904479222881814
4649,144,"(96.0, 208.0]",2.9791666666666665,"(1.014, 3.444]",,data,3.8855909336211547
4650,42,"(19.999, 44.0]",3.5476190476190474,"(3.444, 3.735]",,data,1.1332973556395036
4651,50,"(44.0, 96.0]",4.26,"(4.0, 4.963]",,data,1.3491635186184565
4652,404,"(208.0, 2314.0]",3.396039603960396,"(1.014, 3.444]",,data,10.90124123043713
4653,80,"(44.0, 96.0]",4.0625,"(4.0, 4.963]",,data,2.1586616297895307
4654,342,"(208.0, 2314.0]",3.675438596491228,"(3.444, 3.735]",,data,9.228278467350243
4655,219,"(208.0, 2314.0]",3.8858447488584473,"(3.735, 4.0]",,data,5.90933621154884
4656,32,"(19.999, 44.0]",4.0,"(3.735, 4.0]",,data,0.8634646519158122
4657,556,"(208.0, 2314.0]",2.3758992805755397,"(1.014, 3.444]",,data,15.002698327037237
4658,204,"(96.0, 208.0]",4.107843137254902,"(4.0, 4.963]",,data,5.5045871559633035
4659,41,"(19.999, 44.0]",4.0,"(3.735, 4.0]",,data,1.1063140852671345
4660,204,"(96.0, 208.0]",4.019607843137255,"(4.0, 4.963]",,data,5.5045871559633035
4661,175,"(96.0, 208.0]",2.857142857142857,"(1.014, 3.444]",,data,4.722072315164598
4662,393,"(208.0, 2314.0]",3.2977099236641223,"(1.014, 3.444]",,data,10.604425256341068
4663,38,"(19.999, 44.0]",4.157894736842105,"(4.0, 4.963]",,data,1.0253642741500268
4664,22,"(19.999, 44.0]",4.090909090909091,"(4.0, 4.963]",,data,0.5936319481921208
4665,354,"(208.0, 2314.0]",3.4548022598870056,"(3.444, 3.735]",,data,9.552077711818672
